pid	vid
102278	566281
102279	946321
102280	738316
102281	738321
102282	738326
102283	577066
102284	314056
102285	738331
102286	476431
102287	738336
102288	946326
102289	538406
102290	608621
102291	738341
102292	738346
102293	525696
102294	946331
102295	738351
102296	738356
102297	738361
102298	404206
102299	946336
102300	562891
102301	738366
102302	322361
102303	738956
102304	612096
102305	738961
102306	738966
102307	738971
102308	946341
102309	946346
10231	638971
102310	535226
102311	565866
102312	738976
102313	675291
102314	636686
102315	445101
102316	738981
102317	738986
102318	946351
102319	378776
102320	537246
102321	738991
102322	946356
102323	738996
102324	946361
102325	413001
102326	739001
102327	946366
102328	739006
102329	574291
102330	632761
102331	739011
102332	946371
102333	739016
102334	535481
102335	946376
102336	601781
102337	436456
102338	739021
102339	576371
102340	501246
102341	739026
102342	581091
102343	739031
102344	344431
102345	636696
102346	739036
102347	350271
102348	739041
102349	542486
102350	636681
102351	597351
102352	577831
102353	739046
102354	946381
102355	560361
102356	459991
102357	398456
102358	739051
102359	566651
10236	690856
102360	426556
102361	463606
102362	333916
102363	739056
102364	347936
102365	685476
102366	452291
102367	946386
102368	739061
102369	420051
102370	469831
102371	414456
102372	739066
102373	351871
102374	636676
102375	348656
102376	428526
102377	739071
102378	561836
102379	946391
102380	369191
102381	398096
102382	739076
102383	636691
102384	494941
102385	739081
102386	440756
102387	632716
102388	739086
102389	365251
102390	552371
102391	403906
102392	603916
102393	946396
102394	739091
102395	739096
102396	419251
102397	946401
102398	546736
102399	739101
102400	739106
102401	739111
102402	472076
102403	739116
102404	372516
102405	739121
102406	591501
102407	642356
102408	739126
102409	479686
10241	659216
102410	739131
102411	586166
102412	465806
102413	490096
102414	946406
102415	739136
102416	553801
102417	642666
102418	739141
102419	609721
102420	739146
102421	739151
102422	592086
102423	462336
102424	460561
102425	739156
102426	739161
102427	475216
102428	739166
102429	341796
102430	739171
102431	344176
102432	401476
102433	739176
102434	385056
102435	739181
102436	503211
102437	642846
102438	518636
102439	946411
102440	739186
102441	642236
102442	451581
102443	946416
102444	739191
102445	384371
102446	642511
102447	383021
102448	446936
102449	946421
102450	551196
102451	463646
102452	739196
102453	739201
102454	683286
102455	379891
102456	306356
102457	374731
102458	739206
102459	481991
10246	694876
102460	535376
102461	598411
102462	316791
102463	413786
102464	308186
102465	946426
102466	946431
102467	739211
102468	624876
102469	739216
102470	578406
102471	946436
102472	739221
102473	739226
102474	396996
102475	399576
102476	739231
102477	543856
102478	337781
102479	315116
102480	664396
102481	391436
102482	437031
102483	946441
102484	339396
102485	309071
102486	427936
102487	420731
102488	406136
102489	486171
102490	603951
102491	543821
102492	946446
102493	523531
102494	505526
102495	468301
102496	487291
102497	348766
102498	424081
102499	739236
102500	566596
102501	496711
102502	946451
102503	739241
102504	739246
102505	449981
102506	739251
102507	739256
102508	946456
102509	739261
10251	690861
102510	340846
102511	451501
102512	549051
102513	946461
102514	739266
102515	494901
102516	597311
102517	423921
102518	739271
102519	946466
102520	584071
102521	739276
102522	395751
102523	739281
102524	946471
102525	400541
102526	739286
102527	562821
102528	411966
102529	946476
102530	946481
102531	472666
102532	739291
102533	739296
102534	946486
102535	567796
102536	739301
102537	739306
102538	739311
102539	946491
102540	946496
102541	739316
102542	582211
102543	467691
102544	946501
102545	389106
102546	739321
102547	449391
102548	739326
102549	946506
102550	664366
102551	739331
102552	739336
102553	739341
102554	647696
102555	946511
102556	424136
102557	739346
102558	739351
102559	946516
10256	690866
102560	322706
102561	739356
102562	739361
102563	739366
102564	946521
102565	946866
102566	392246
102567	739371
102568	739376
102569	946871
102570	309031
102571	739381
102572	739386
102573	739391
102574	639426
102575	946876
102576	739396
102577	739401
102578	739406
102579	639451
102580	660481
102581	739411
102582	739416
102583	739421
102584	487101
102585	565706
102586	739426
102587	739431
102588	369806
102589	639191
102590	562836
102591	739436
102592	739441
102593	739446
102594	639221
102595	683986
102596	739451
102597	564741
102598	469986
102599	326286
1026	633726
102600	388576
102601	739456
102602	497156
102603	739461
102604	946881
102605	513641
102606	348816
102607	739466
102608	739471
102609	639201
102610	452576
102611	739476
102612	541956
102613	739481
102614	639141
102615	348161
102616	618216
102617	739486
102618	495806
102619	638986
102620	527956
102621	567251
102622	526856
102623	739491
102624	639536
102625	596496
102626	740066
102627	740071
102628	445676
102629	946886
102630	946891
102631	407031
102632	740076
102633	404846
102634	946896
102635	537186
102636	946901
102637	740081
102638	359331
102639	946906
102640	622226
102641	673076
102642	740086
102643	740091
102644	543611
102645	441746
102646	946911
102647	740096
102648	740101
102649	607841
102650	946916
102651	579226
102652	587781
102653	740106
102654	946921
102655	946926
102656	740111
102657	740116
102658	740121
102659	561086
10266	690871
102660	539911
102661	740126
102662	740131
102663	498031
102664	647346
102665	532006
102666	740136
102667	740141
102668	740146
102669	647356
102670	552246
102671	740151
102672	740156
102673	327386
102674	578241
102675	326241
102676	740161
102677	590431
102678	740166
102679	535536
102680	324801
102681	740171
102682	740176
102683	740181
102684	378301
102685	647336
102686	740186
102687	740191
102688	740196
102689	654091
102690	946931
102691	740201
102692	458236
102693	387036
102694	647351
102695	455731
102696	740206
102697	740211
102698	740216
102699	586291
102700	946936
102701	740221
102702	740226
102703	387861
102704	610256
102705	647341
102706	740231
102707	740236
102708	740241
102709	647306
10271	690876
102710	370856
102711	433256
102712	740246
102713	740251
102714	946941
102715	546046
102716	740256
102717	740261
102718	740266
102719	567001
102720	312631
102721	740271
102722	368551
102723	740276
102724	310046
102725	447911
102726	357596
102727	357416
102728	740281
102729	946946
102730	346161
102731	740286
102732	740291
102733	740296
102734	336016
102735	946951
102736	740301
102737	740306
102738	740311
102739	946956
102740	642656
102741	740316
102742	555911
102743	740321
102744	609956
102745	647311
102746	740326
102747	423876
102748	740331
102749	389896
102750	946961
102751	740336
102752	329991
102753	740341
102754	380416
102755	647156
102756	740346
102757	740351
102758	740356
102759	673571
10276	690881
102760	647706
102761	740361
102762	740366
102763	740371
102764	508836
102765	946966
102766	740376
102767	616941
102768	740381
102769	673071
102770	946971
102771	740386
102772	740391
102773	740396
102774	582276
102775	647221
102776	740401
102777	343571
102778	740406
102779	451426
102780	591726
102781	740411
102782	490621
102783	740416
102784	413946
102785	527721
102786	740421
102787	343101
102788	685596
102789	740426
102790	426766
102791	740431
102792	507196
102793	306686
102794	740436
102795	946976
102796	740441
102797	740446
102798	326741
102799	740451
102800	946981
102801	740456
102802	740461
102803	488151
102804	740466
102805	946986
102806	459111
102807	537031
102808	740471
102809	740476
10281	639336
102810	946991
102811	946996
102812	740481
102813	740486
102814	740491
102815	611911
102816	740496
102817	947001
102818	740501
102819	740506
102820	947006
102821	383471
102822	596016
102823	740511
102824	740516
102825	947011
102826	377486
102827	740521
102828	740526
102829	740531
102830	947016
102831	685951
102832	544201
102833	740536
102834	741031
102835	947021
102836	358696
102837	451641
102838	741036
102839	741041
102840	947026
102841	656191
102842	341501
102843	741046
102844	741051
102845	947031
102846	610031
102847	515721
102848	741056
102849	741061
102850	947036
102851	741066
102852	516306
102853	741071
102854	741076
102855	947041
102856	511561
102857	741081
102858	741086
102859	741091
10286	608636
102860	947046
102861	741096
102862	431091
102863	741101
102864	741106
102865	947051
102866	741111
102867	427126
102868	741116
102869	741121
102870	947056
102871	741126
102872	423141
102873	741131
102874	741136
102875	947061
102876	741141
102877	741146
102878	518531
102879	741151
102880	947066
102881	741156
102882	947071
102883	741161
102884	368066
102885	947076
102886	741166
102887	741171
102888	673676
102889	331371
102890	741176
102891	741181
102892	741186
102893	466696
102894	741191
102895	947081
102896	741196
102897	741201
102898	458431
102899	395326
102900	389406
102901	741206
102902	741211
102903	506956
102904	617426
102905	741216
102906	741221
102907	741226
102908	520031
102909	507171
10291	690886
102910	741231
102911	598601
102912	741236
102913	484091
102914	625011
102915	741241
102916	406191
102917	947086
102918	423171
102919	315406
102920	304831
102921	503186
102922	669276
102923	741246
102924	620306
102925	947091
102926	741251
102927	741256
102928	669641
102929	947096
102930	741261
102931	741266
102932	741271
102933	669526
102934	623946
102935	534581
102936	741276
102937	741281
102938	669571
102939	624836
102940	326106
102941	482666
102942	741286
102943	560336
102944	741291
102945	384951
102946	741296
102947	741301
102948	669291
102949	545331
102950	541276
102951	741306
102952	741311
102953	669301
102954	741316
102955	467536
102956	741321
102957	741326
102958	947101
102959	741331
10296	639046
102960	418631
102961	741336
102962	741341
102963	669286
102964	624476
102965	540176
102966	741346
102967	741351
102968	669856
102969	741356
102970	414421
102971	741361
102972	741366
102973	669391
102974	741371
102975	340596
102976	741376
102977	741381
102978	669406
102979	623306
102980	432876
102981	741386
102982	741391
102983	669816
102984	741396
102985	377501
102986	741401
102987	741406
102988	669411
102989	741411
102990	741416
102991	468921
102992	627081
102993	669776
102994	517321
102995	741421
102996	587486
102997	741426
102998	947106
102999	741431
103000	741436
103001	431536
103002	741441
103003	669591
103004	741446
103005	741451
103006	741456
103007	463111
103008	947111
103009	741461
10301	385321
103010	741466
103011	741471
103012	321151
103013	669876
103014	741476
103015	461921
103016	741481
103017	652451
103018	947116
103019	416846
103020	741486
103021	741491
103022	947121
103023	669596
103024	316881
103025	741496
103026	741501
103027	947126
103028	669381
103029	352151
103030	741506
103031	741511
103032	947131
103033	669656
103034	627396
103035	741516
103036	741521
103037	947136
103038	669586
103039	741526
103040	741531
103041	741536
103042	947141
103043	669911
103044	424496
103045	741541
103046	741546
103047	947146
103048	947151
103049	741551
103050	426301
103051	742086
103052	385016
103053	947156
103054	742091
103055	742096
103056	742101
103057	947161
103058	947166
103059	351156
10306	599361
103060	742106
103061	742111
103062	947171
103063	947176
103064	742116
103065	317051
103066	742121
103067	612381
103068	669646
103069	335011
103070	742126
103071	742131
103072	573451
103073	466706
103074	742136
103075	742141
103076	742146
103077	947181
103078	947186
103079	742151
103080	742156
103081	742161
103082	360576
103083	947191
103084	742166
103085	742171
103086	742176
103087	947196
103088	947201
103089	742181
103090	742186
103091	742191
103092	507511
103093	597526
103094	742196
103095	742201
103096	742206
103097	575581
103098	947206
103099	742211
1031	688176
103100	742216
103101	742221
103102	372766
103103	947211
103104	613121
103105	742226
103106	742231
103107	527971
103108	947216
103109	742236
10311	646661
103110	742241
103111	307001
103112	947221
103113	503471
103114	742246
103115	742251
103116	742256
103117	947226
103118	393741
103119	580701
103120	742261
103121	493911
103122	570546
103123	947231
103124	742266
103125	322331
103126	742271
103127	472746
103128	947236
103129	618676
103130	742276
103131	399876
103132	947241
103133	947601
103134	742281
103135	742286
103136	742291
103137	406061
103138	648436
103139	742296
103140	742301
103141	742306
103142	392221
103143	947606
103144	332061
103145	742311
103146	742316
103147	947611
103148	947616
103149	742321
103150	333021
